PERIOD  Code,PERIOD  Detail,SHOPNAME,PRODUCT,BRAND,MODEL,SALES,PRICE,CHANNELNAME,SHOPSIZE1,REGION,CITY,RAM,ROM,cluster_label,segment
2501M,25-Jan,MASTER MOBILE NEW (M2 NEW),PHABLETS,OPPO,RENO12 F 256/12GB CPH2637 DUAL NFC 5G,3.0,4600000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",12.0,256.0,2,Mid-Range
2501M,25-Jan,MASTER MOBILE NEW (M2 NEW),PHABLETS,OPPO,RENO12 F 256/8GB CPH2687 DUAL LTE,1.0,3800000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2501M,25-Jan,MASTER MOBILE NEW (M2 NEW),PHABLETS,REALME,C63 128/8GB DUAL NFC LTE,1.0,2000000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2501M,25-Jan,MASTER MOBILE NEW (M2 NEW),PHABLETS,REALME,C75 128/8GB RMX3941 DUAL LTE,5.0,2400000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2501M,25-Jan,MASTER MOBILE NEW (M2 NEW),PHABLETS,REALME,NOTE 60 128/6GB DUAL LTE,2.0,1600000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2501M,25-Jan,MASTER MOBILE NEW (M2 NEW),PHABLETS,REDMI,13 256/8GB DUAL NFC LTE,1.0,2000000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2501M,25-Jan,MASTER MOBILE NEW (M2 NEW),PHABLETS,REDMI,14C 128/6GB DUAL NFC LTE,4.0,1500000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2501M,25-Jan,MASTER MOBILE NEW (M2 NEW),PHABLETS,REDMI,14C 256/8GB DUAL NFC LTE,5.0,1600000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2501M,25-Jan,MASTER MOBILE NEW (M2 NEW),PHABLETS,REDMI,A3 128/4GB DUAL LTE,2.0,1200000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2501M,25-Jan,MASTER MOBILE NEW (M2 NEW),PHABLETS,REDMI,NOTE 12 PRO 256/8GB DUAL NFC LTE,1.0,3300000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2501M,25-Jan,MASTER MOBILE NEW (M2 NEW),PHABLETS,REDMI,NOTE 13 256/8GB DUAL NFC 5G,1.0,2800000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2501M,25-Jan,MASTER MOBILE NEW (M2 NEW),PHABLETS,REDMI,NOTE 13 PRO 512/12GB DUAL NFC 5G,2.0,4600000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",12.0,512.0,2,Mid-Range
2501M,25-Jan,MASTER MOBILE NEW (M2 NEW),PHABLETS,REDMI,NOTE 14 256/8GB DUAL NFC 5G,3.0,3182000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2501M,25-Jan,MASTER MOBILE NEW (M2 NEW),PHABLETS,REDMI,NOTE 14 256/8GB DUAL NFC LTE,1.0,2600000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2501M,25-Jan,MASTER MOBILE NEW (M2 NEW),PHABLETS,SAMSUNG,GALAXY A05S 128/6GB SMA057F DUAL LTE,4.0,2050000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2501M,25-Jan,MASTER MOBILE NEW (M2 NEW),PHABLETS,SAMSUNG,GALAXY A06 128/4GB SMA065F DUAL LTE,4.0,1699000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2501M,25-Jan,MASTER MOBILE NEW (M2 NEW),PHABLETS,SAMSUNG,GALAXY A16 128/8GB SMA165F DUAL NFC LTE,3.0,2900000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2501M,25-Jan,MASTER MOBILE NEW (M2 NEW),PHABLETS,SAMSUNG,GALAXY A16 256/8GB SMA165F DUAL NFC LTE,5.0,3399000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2501M,25-Jan,MASTER MOBILE NEW (M2 NEW),PHABLETS,SAMSUNG,GALAXY A35 256/8GB SMA356E DUAL NFC 5G,4.0,4800000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
2501M,25-Jan,MASTER MOBILE NEW (M2 NEW),PHABLETS,SAMSUNG,GALAXY A55 256/12GB SMA556E DUAL/ESIM NFC 5G,1.0,6400000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",12.0,256.0,2,Mid-Range
2501M,25-Jan,MASTER MOBILE NEW (M2 NEW),PHABLETS,SAMSUNG,GALAXY A55 256/8GB SMA556E DUAL/ESIM NFC 5G,5.0,5900000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
2501M,25-Jan,MASTER MOBILE NEW (M2 NEW),PHABLETS,SAMSUNG,GALAXY S24 FE 256/8GB SMS721B DUAL/ESIM NFC 5G,1.0,9700000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
2501M,25-Jan,MASTER MOBILE NEW (M2 NEW),PHABLETS,TECNO,SPARK GO 1 128/4GB DUAL LTE,2.0,1200000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2501M,25-Jan,MASTER MOBILE NEW (M2 NEW),PHABLETS,TECNO,SPARK GO 2023 64/4GB DUAL LTE,2.0,1020000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,64.0,0,Entry Level
2501M,25-Jan,MASTER MOBILE NEW (M2 NEW),PHABLETS,VIVO,V40 256/12GB DUAL NFC 5G,1.0,7000000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",12.0,256.0,2,Mid-Range
2501M,25-Jan,MASTER MOBILE NEW (M2 NEW),PHABLETS,VIVO,V40 LITE 128/8GB DUAL NFC LTE,1.0,3300000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2501M,25-Jan,MASTER MOBILE NEW (M2 NEW),PHABLETS,VIVO,V40 LITE 256/8GB DUAL NFC LTE,3.0,3600000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2501M,25-Jan,MASTER MOBILE NEW (M2 NEW),PHABLETS,VIVO,V40 LITE 256/8GB DUAL/ESIM NFC 5G,2.0,4300000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2501M,25-Jan,MASTER MOBILE NEW (M2 NEW),PHABLETS,VIVO,X200 256/12GB V2415A DUAL NFC 5G,1.0,13000000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",12.0,256.0,1,Flagship
2501M,25-Jan,MASTER MOBILE NEW (M2 NEW),PHABLETS,VIVO,Y03T 64/4GB DUAL LTE,15.0,1400000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,64.0,0,Entry Level
2501M,25-Jan,MASTER MOBILE NEW (M2 NEW),PHABLETS,VIVO,Y19S 128/4GB DUAL LTE,3.0,1800000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2501M,25-Jan,MASTER MOBILE NEW (M2 NEW),PHABLETS,VIVO,Y19S 128/6GB DUAL LTE,11.0,1999000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2501M,25-Jan,MASTER MOBILE NEW (M2 NEW),PHABLETS,VIVO,Y19S 64/4GB DUAL LTE,17.0,1600000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,64.0,0,Entry Level
2501M,25-Jan,MASTER MOBILE NEW (M2 NEW),PHABLETS,VIVO,Y28 128/6GB DUAL NFC LTE,1.0,2200000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2501M,25-Jan,MASTER MOBILE NEW (M2 NEW),PHABLETS,VIVO,Y28 128/8GB DUAL LTE,7.0,2400000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2501M,25-Jan,MASTER MOBILE NEW (M2 NEW),PHABLETS,VIVO,Y28 256/8GB DUAL LTE,2.0,2800000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2501M,25-Jan,MASTER MOBILE NEW (M2 NEW),PHABLETS,ZTE,BLADE A55 128/4GB DUAL LTE,1.0,1050000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,APPLE,IPHONE 13 128/4GB SIM/ESIM NFC 5G,1.0,9250000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,2,Mid-Range
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,INFINIX,GT20 PRO 256/12GB X6871 DUAL NFC 5G,1.0,4500000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",12.0,256.0,2,Mid-Range
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,INFINIX,GT20 PRO 256/8GB X6739 DUAL NFC 5G,1.0,4000000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,INFINIX,HOT 50 256/6GB X6882 DUAL NFC LTE,1.0,1800000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",6.0,256.0,0,Entry Level
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,INFINIX,HOT 50 PRO 256/8GB X6881 DUAL NFC LTE,2.0,2200000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,INFINIX,HOT 50 PRO PLUS 256/8GB X6880 DUAL NFC LTE,4.0,2599000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,INFINIX,HOT 50I 128/6GB X6531 DUAL LTE,3.0,1499000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,INFINIX,NOTE 40 256/8GB X6853 DUAL NFC LTE,1.0,2400000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,INFINIX,NOTE 40 PRO 256/8GB X6850 DUAL NFC LTE,1.0,3500000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,INFINIX,NOTE 40S 256/8GB X6850B DUAL NFC LTE,3.0,2899000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,INFINIX,SMART 9 128/4GB X6532 DUAL LTE,1.0,1250000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,INFINIX,SMART 9 64/3GB DUAL LTE,1.0,1150000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",3.0,64.0,0,Entry Level
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,IQOO,Z9 256/12GB V2361A DUAL NFC 5G,2.0,4550000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",12.0,256.0,2,Mid-Range
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,OPPO,A18 128/4GB CPH2591 DUAL LTE,5.0,1500000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,OPPO,A3X 128/4GB CPH2641 DUAL LTE,4.0,1800000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,OPPO,A3X 128/6GB CPH2641 DUAL LTE,1.0,2200000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,OPPO,A3X 64/4GB CPH2641 DUAL LTE,4.0,1500000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,64.0,0,Entry Level
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,OPPO,A60 128/8GB CPH2631 DUAL LTE,2.0,2600000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,OPPO,A60 256/8GB CPH2631 DUAL LTE,1.0,3000000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,OPPO,RENO 13 F 256/12GB CPH2699 DUAL NFC 5G,1.0,6000000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",12.0,256.0,2,Mid-Range
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,OPPO,RENO12 F 256/12GB CPH2637 DUAL NFC 5G,1.0,4600000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",12.0,256.0,2,Mid-Range
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,OPPO,RENO12 F 256/8GB CPH2687 DUAL LTE,2.0,3799000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,REALME,C61 128/8GB RMX3930 DUAL NFC LTE,2.0,1800000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,REALME,C75 128/8GB RMX3941 DUAL LTE,1.0,2400000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,REALME,NOTE 60 128/6GB DUAL LTE,6.0,1500000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,REALME,NOTE 60 64/4GB DUAL LTE,4.0,1250000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,64.0,0,Entry Level
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,REALME,NOTE 60X 64/4GB DUAL LTE,1.0,1250000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,64.0,0,Entry Level
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,REDMI,13 128/8GB DUAL NFC LTE,4.0,1800000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,REDMI,13 256/8GB DUAL NFC LTE,2.0,2000000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,REDMI,14C 128/6GB DUAL NFC LTE,2.0,1400000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,REDMI,14C 256/8GB DUAL NFC LTE,3.0,1600000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,REDMI,A3 128/4GB DUAL LTE,2.0,1200000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,REDMI,NOTE 13 256/8GB DUAL NFC 5G,1.0,2800000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,REDMI,NOTE 13 PRO 512/12GB DUAL NFC 5G,3.0,4600000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",12.0,512.0,2,Mid-Range
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,REDMI,NOTE 14 256/8GB DUAL NFC 5G,2.0,3199000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,REDMI,NOTE 14 256/8GB DUAL NFC LTE,2.0,2600000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,REDMI,NOTE 14 512/12GB DUAL NFC 5G,1.0,4000000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",12.0,512.0,0,Entry Level
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,SAMSUNG,GALAXY A05S 128/6GB SMA057F DUAL LTE,6.0,2199000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,SAMSUNG,GALAXY A06 128/4GB SMA065F DUAL LTE,2.0,1700000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,SAMSUNG,GALAXY A06 64/4GB SMA065F DUAL LTE,1.0,1450000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,64.0,0,Entry Level
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,SAMSUNG,GALAXY A16 256/8GB SMA165F DUAL NFC LTE,3.0,3399000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,SAMSUNG,GALAXY A25 256/8GB SMA256E DUAL NFC 5G,3.0,4099000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,SAMSUNG,GALAXY A35 256/8GB SMA356E DUAL NFC 5G,2.0,4800000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,SAMSUNG,GALAXY A55 256/8GB SMA556E DUAL/ESIM NFC 5G,2.0,5999000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,TECNO,SPARK GO 2023 64/4GB DUAL LTE,1.0,1025000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,64.0,0,Entry Level
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,VIVO,V40 LITE 128/8GB DUAL NFC LTE,1.0,3300000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,VIVO,V40 LITE 256/8GB DUAL NFC LTE,5.0,3600000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,VIVO,V40 LITE 256/8GB DUAL/ESIM NFC 5G,1.0,4300000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,VIVO,V40 LITE 512/12GB DUAL NFC 5G,2.0,5299000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",12.0,512.0,2,Mid-Range
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,VIVO,Y03T 64/4GB DUAL LTE,2.0,1400000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,64.0,0,Entry Level
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,VIVO,Y19S 128/4GB DUAL LTE,2.0,1799000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,VIVO,Y19S 128/6GB DUAL LTE,2.0,2000000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,VIVO,Y19S 64/4GB DUAL LTE,3.0,1599000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,64.0,0,Entry Level
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,VIVO,Y28 128/6GB DUAL NFC LTE,3.0,2200000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,VIVO,Y28 128/8GB DUAL LTE,4.0,2400000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,VIVO,Y28 256/8GB DUAL LTE,2.0,2800000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,ZTE,BLADE A35 64/4GB DUAL LTE,1.0,950000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,64.0,0,Entry Level
2501M,25-Jan,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,ZTE,BLADE A55 128/4GB DUAL LTE,1.0,1100000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2501M,25-Jan,RAGIL CELL,PHABLETS,INFINIX,SMART 6 32/2GB DUAL LTE,2.0,1300000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",2.0,32.0,0,Entry Level
2501M,25-Jan,RAGIL CELL,PHABLETS,REDMI,9A 32/3GB DUAL LTE,2.0,1525000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",3.0,32.0,0,Entry Level
2501M,25-Jan,RAGIL CELL,PHABLETS,REDMI,Private Label,2.0,2599000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",0.0,0.0,0,Entry Level
2501M,25-Jan,RAGIL CELL,PHABLETS,VIVO,Y15S 64/3GB DUAL LTE,1.0,2599000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",3.0,64.0,0,Entry Level
2501M,25-Jan,RATU SELL,PHABLETS,APPLE,IPHONE 13 128/4GB SIM/ESIM NFC 5G,6.0,10000000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,2,Mid-Range
2501M,25-Jan,RATU SELL,PHABLETS,INFINIX,HOT 50 PRO PLUS 256/8GB X6880 DUAL NFC LTE,2.0,2500000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2501M,25-Jan,RATU SELL,PHABLETS,INFINIX,HOT 50I 128/6GB X6531 DUAL LTE,3.0,1550000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
