PERIOD  Code,PERIOD  Detail,SHOPNAME,PRODUCT,BRAND,MODEL,SALES,PRICE,CHANNELNAME,SHOPSIZE1,REGION,CITY,RAM,ROM,cluster_label,segment
2404M,24-Apr,SINAR MAS SELLULER 1,PHABLETS,REALME,12 256/8GB DUAL 5G,1.0,3699000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER 1,PHABLETS,REALME,C51S 128/6GB DUAL LTE,2.0,1899000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER 1,PHABLETS,REALME,C53 128/6GB DUAL NFC LTE,3.0,1999000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER 1,PHABLETS,REALME,C53 256/8GB DUAL NFC LTE,2.0,2300000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER 1,PHABLETS,REALME,C67 128/8GB DUAL NFC LTE,2.0,2400000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER 1,PHABLETS,REALME,C67 256/8GB DUAL NFC LTE,3.0,2799000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER 1,PHABLETS,REALME,NOTE 50 128/4GB DUAL LTE,2.0,1499000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER 1,PHABLETS,REALME,NOTE 50 64/4GB DUAL LTE,3.0,1299000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",4.0,64.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER 1,PHABLETS,REDMI,12 128/8GB DUAL LTE,7.0,1800000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER 1,PHABLETS,REDMI,12 256/8GB DUAL LTE,5.0,2000000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER 1,PHABLETS,REDMI,13C 128/6GB DUAL NFC LTE,4.0,1499000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER 1,PHABLETS,REDMI,13C 256/8GB DUAL NFC LTE,9.0,1799000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER 1,PHABLETS,REDMI,A3 128/4GB DUAL LTE,6.0,1199000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER 1,PHABLETS,REDMI,NOTE 13 256/8GB DUAL NFC 5G,3.0,3199000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER 1,PHABLETS,REDMI,NOTE 13 256/8GB DUAL NFC LTE,7.0,2799000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER 1,PHABLETS,REDMI,NOTE 13 PRO PLUS 512/12GB DUAL/ESIM NFC 5G,1.0,6000000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",12.0,512.0,2,Mid-Range
2404M,24-Apr,SINAR MAS SELLULER 1,PHABLETS,SAMSUNG,GALAXY A05 128/4GB SMA055F DUAL LTE,8.0,1599000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER 1,PHABLETS,SAMSUNG,GALAXY A05 128/6GB SMA055F DUAL LTE,2.0,1825000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER 1,PHABLETS,SAMSUNG,GALAXY A05S 128/6GB SMA057F DUAL LTE,6.0,2100000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER 1,PHABLETS,SAMSUNG,GALAXY A15 128/8GB SMA155F DUAL NFC LTE,6.0,2650000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER 1,PHABLETS,SAMSUNG,GALAXY A15 256/8GB SMA155F DUAL NFC LTE,7.0,3000000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER 1,PHABLETS,SAMSUNG,GALAXY A15 256/8GB SMA156E DUAL NFC 5G,4.0,3450000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER 1,PHABLETS,SAMSUNG,GALAXY A25 256/8GB SMA256E DUAL NFC 5G,2.0,4399000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
2404M,24-Apr,SINAR MAS SELLULER 1,PHABLETS,SAMSUNG,GALAXY A35 256/8GB SMA356E DUAL NFC 5G,2.0,4999000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
2404M,24-Apr,SINAR MAS SELLULER 1,PHABLETS,SAMSUNG,GALAXY A55 256/8GB SMA556E DUAL/ESIM NFC 5G,11.0,5999000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
2404M,24-Apr,SINAR MAS SELLULER 1,PHABLETS,SAMSUNG,GALAXY S23 256/8GB SMS911B DUAL/ESIM NFC 5G,3.0,11999000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
2404M,24-Apr,SINAR MAS SELLULER 1,PHABLETS,SAMSUNG,GALAXY S23 FE 256/8GB SMS711B DUAL/ESIM NFC 5G,2.0,8999000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
2404M,24-Apr,SINAR MAS SELLULER 1,PHABLETS,SAMSUNG,GALAXY S23 PLUS 256/8GB SMS916B DUAL/ESIM NFC 5G,1.0,10250000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
2404M,24-Apr,SINAR MAS SELLULER 1,PHABLETS,TECNO,POVA NEO 3 128/8GB DUAL NFC LTE,1.0,1700000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER 1,PHABLETS,VIVO,V30 256/8GB DUAL NFC 5G,4.0,6000000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
2404M,24-Apr,SINAR MAS SELLULER 1,PHABLETS,VIVO,V30 512/12GB DUAL NFC 5G,2.0,6999000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",12.0,512.0,2,Mid-Range
2404M,24-Apr,SINAR MAS SELLULER 1,PHABLETS,VIVO,Y03 128/4GB DUAL LTE,7.0,1500000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER 1,PHABLETS,VIVO,Y03 64/4GB DUAL LTE,18.0,1300000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",4.0,64.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER 1,PHABLETS,VIVO,Y100 128/8GB DUAL NFC 5G,2.0,3899000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER 1,PHABLETS,VIVO,Y100 256/8GB DUAL NFC 5G,6.0,4200000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER 1,PHABLETS,VIVO,Y100 256/8GB DUAL NFC LTE,3.0,3700000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER 1,PHABLETS,VIVO,Y17S 128/6GB DUAL LTE,28.0,1800000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER 1,PHABLETS,VIVO,Y17S 64/4GB DUAL LTE,2.0,1400000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",4.0,64.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER 1,PHABLETS,VIVO,Y27 128/6GB DUAL LTE,1.0,1999000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER 1,PHABLETS,VIVO,Y27S 128/8GB DUAL NFC LTE,6.0,2400000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER 1,PHABLETS,VIVO,Y27S 256/8GB DUAL NFC LTE,5.0,2800000.0,Mobile Phone Specialists,XLARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER CIPUTRA,PHABLETS,APPLE,IPHONE 11 128/4GB SIM/ESIM NFC LTE,2.0,7499000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,2,Mid-Range
2404M,24-Apr,SINAR MAS SELLULER CIPUTRA,PHABLETS,APPLE,IPHONE 11 64/4GB SIM/ESIM NFC LTE,17.0,6250000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",4.0,64.0,2,Mid-Range
2404M,24-Apr,SINAR MAS SELLULER CIPUTRA,PHABLETS,APPLE,IPHONE 13 128/4GB SIM/ESIM NFC 5G,12.0,10250000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,2,Mid-Range
2404M,24-Apr,SINAR MAS SELLULER CIPUTRA,PHABLETS,APPLE,IPHONE 15 PRO MAX 512/8GB SIM/ESIM NFC 5G,2.0,28000000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,512.0,1,Flagship
2404M,24-Apr,SINAR MAS SELLULER CIPUTRA,PHABLETS,INFINIX,HOT 40 PRO 256/8GB X6837 DUAL NFC LTE,4.0,2199000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER CIPUTRA,PHABLETS,INFINIX,NOTE 40 256/8GB X6853 DUAL NFC LTE,4.0,3000000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER CIPUTRA,PHABLETS,INFINIX,SMART 7 128/4GB DUAL LTE,3.0,1249000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER CIPUTRA,PHABLETS,INFINIX,SMART 8 PRO 128/8GB X6525B DUAL LTE,2.0,1399000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER CIPUTRA,PHABLETS,OPPO,A18 128/4GB CPH2591 DUAL LTE,21.0,1599000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER CIPUTRA,PHABLETS,OPPO,A38 128/4GB CPH2579 DUAL LTE,4.0,1999000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER CIPUTRA,PHABLETS,OPPO,A58 128/6GB CPH2577 DUAL NFC LTE,7.0,2399000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER CIPUTRA,PHABLETS,OPPO,A58 128/8GB CPH2577 DUAL NFC LTE,5.0,2699000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER CIPUTRA,PHABLETS,OPPO,A78 256/8GB CPH2565 DUAL NFC LTE,9.0,3399000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER CIPUTRA,PHABLETS,OPPO,A79 256/8GB CPH2557 DUAL NFC 5G,3.0,3799000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER CIPUTRA,PHABLETS,OPPO,RENO11 256/8GB CPH2599 DUAL NFC 5G,2.0,5999000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
2404M,24-Apr,SINAR MAS SELLULER CIPUTRA,PHABLETS,OPPO,RENO11 F 256/8GB CPH2603 DUAL NFC 5G,7.0,4599000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
2404M,24-Apr,SINAR MAS SELLULER CIPUTRA,PHABLETS,REALME,C67 128/8GB DUAL NFC LTE,1.0,2400000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER CIPUTRA,PHABLETS,REALME,NOTE 50 64/4GB DUAL LTE,1.0,1299000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",4.0,64.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER CIPUTRA,PHABLETS,REDMI,12 128/8GB DUAL LTE,2.0,1799000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER CIPUTRA,PHABLETS,REDMI,12 256/8GB DUAL LTE,3.0,2000000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER CIPUTRA,PHABLETS,REDMI,13C 128/6GB DUAL NFC LTE,16.0,1499000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER CIPUTRA,PHABLETS,REDMI,13C 256/8GB DUAL NFC LTE,17.0,1799000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER CIPUTRA,PHABLETS,REDMI,A3 128/4GB DUAL LTE,9.0,1199000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER CIPUTRA,PHABLETS,REDMI,NOTE 13 256/8GB DUAL NFC 5G,14.0,3199000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER CIPUTRA,PHABLETS,REDMI,NOTE 13 256/8GB DUAL NFC LTE,10.0,2799000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER CIPUTRA,PHABLETS,REDMI,NOTE 13 PRO PLUS 512/12GB DUAL/ESIM NFC 5G,3.0,5999000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",12.0,512.0,2,Mid-Range
2404M,24-Apr,SINAR MAS SELLULER CIPUTRA,PHABLETS,SAMSUNG,GALAXY A05 128/4GB SMA055F DUAL LTE,8.0,1599000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER CIPUTRA,PHABLETS,SAMSUNG,GALAXY A05 128/6GB SMA055F DUAL LTE,1.0,1900000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER CIPUTRA,PHABLETS,SAMSUNG,GALAXY A05S 128/6GB SMA057F DUAL LTE,10.0,2199000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER CIPUTRA,PHABLETS,SAMSUNG,GALAXY A15 128/8GB SMA155F DUAL NFC LTE,6.0,2700000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER CIPUTRA,PHABLETS,SAMSUNG,GALAXY A15 256/8GB SMA155F DUAL NFC LTE,7.0,3099000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER CIPUTRA,PHABLETS,SAMSUNG,GALAXY A15 256/8GB SMA156E DUAL NFC 5G,6.0,3599000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER CIPUTRA,PHABLETS,SAMSUNG,GALAXY A25 128/8GB SMA256E DUAL NFC 5G,4.0,3999000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER CIPUTRA,PHABLETS,SAMSUNG,GALAXY A25 256/8GB SMA256E DUAL NFC 5G,3.0,4399000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
2404M,24-Apr,SINAR MAS SELLULER CIPUTRA,PHABLETS,SAMSUNG,GALAXY A35 256/8GB SMA356E DUAL NFC 5G,4.0,4999000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
2404M,24-Apr,SINAR MAS SELLULER CIPUTRA,PHABLETS,SAMSUNG,GALAXY A54 128/8GB SMA546E DUAL NFC 5G,1.0,5999000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,2,Mid-Range
2404M,24-Apr,SINAR MAS SELLULER CIPUTRA,PHABLETS,SAMSUNG,GALAXY A55 256/12GB SMA556E DUAL/ESIM NFC 5G,4.0,6900000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",12.0,256.0,2,Mid-Range
2404M,24-Apr,SINAR MAS SELLULER CIPUTRA,PHABLETS,SAMSUNG,GALAXY A55 256/8GB SMA556E DUAL/ESIM NFC 5G,14.0,6000000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
2404M,24-Apr,SINAR MAS SELLULER CIPUTRA,PHABLETS,SAMSUNG,GALAXY S23 256/8GB SMS911B DUAL/ESIM NFC 5G,1.0,10500000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
2404M,24-Apr,SINAR MAS SELLULER CIPUTRA,PHABLETS,SAMSUNG,GALAXY S23 FE 128/8GB SMS711B DUAL/ESIM NFC 5G,1.0,8999000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,2,Mid-Range
2404M,24-Apr,SINAR MAS SELLULER CIPUTRA,PHABLETS,SAMSUNG,GALAXY S23 ULTRA 256/12GB SMS918B DUAL/ESIM NFC 5G,2.0,18000000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",12.0,256.0,1,Flagship
2404M,24-Apr,SINAR MAS SELLULER CIPUTRA,PHABLETS,SAMSUNG,GALAXY S23 ULTRA 512/12GB SMS918B DUAL/ESIM NFC 5G,1.0,19999000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",12.0,512.0,1,Flagship
2404M,24-Apr,SINAR MAS SELLULER CIPUTRA,PHABLETS,SAMSUNG,GALAXY S24 256/8GB SMS921B DUAL/ESIM NFC 5G,2.0,14000000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,1,Flagship
2404M,24-Apr,SINAR MAS SELLULER CIPUTRA,PHABLETS,SAMSUNG,GALAXY S24 ULTRA 256/12GB SMS928B DUAL/ESIM NFC 5G,1.0,21999000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",12.0,256.0,1,Flagship
2404M,24-Apr,SINAR MAS SELLULER CIPUTRA,PHABLETS,SAMSUNG,GALAXY Z FLIP5 256/8GB SMF731B SIM/ESIM NFC 5G,1.0,14999000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,1,Flagship
2404M,24-Apr,SINAR MAS SELLULER CIPUTRA,PHABLETS,SAMSUNG,GALAXY Z FLIP5 512/8GB SMF731B SIM/ESIM NFC 5G,1.0,16500000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,512.0,1,Flagship
2404M,24-Apr,SINAR MAS SELLULER CIPUTRA,PHABLETS,VIVO,V30 512/12GB DUAL NFC 5G,2.0,7000000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",12.0,512.0,2,Mid-Range
2404M,24-Apr,SINAR MAS SELLULER CIPUTRA,PHABLETS,VIVO,Y100 128/8GB DUAL NFC 5G,2.0,3899000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER CIPUTRA,PHABLETS,VIVO,Y100 256/8GB DUAL NFC 5G,2.0,4200000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER CIPUTRA,PHABLETS,VIVO,Y17S 128/6GB DUAL LTE,8.0,1799000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER CIPUTRA,PHABLETS,VIVO,Y17S 64/4GB DUAL LTE,1.0,1400000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",4.0,64.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER CIPUTRA,PHABLETS,VIVO,Y27 128/6GB DUAL LTE,1.0,1999000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER CIPUTRA,PHABLETS,VIVO,Y27S 128/8GB DUAL NFC LTE,4.0,2399000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER CIPUTRA,PHABLETS,VIVO,Y27S 256/8GB DUAL NFC LTE,4.0,2799000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER CIPUTRA,PHABLETS,XIAOMI,14 256/12GB DUAL/ESIM NFC 5G,2.0,11999000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",12.0,256.0,2,Mid-Range
2404M,24-Apr,SINAR MAS SELLULER HAMKA NGALIYAN SEMARANG,PHABLETS,APPLE,IPHONE 13 128/4GB SIM/ESIM NFC 5G,1.0,9999000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,2,Mid-Range
2404M,24-Apr,SINAR MAS SELLULER HAMKA NGALIYAN SEMARANG,PHABLETS,INFINIX,HOT 40 PRO 256/8GB X6837 DUAL NFC LTE,4.0,2100000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER HAMKA NGALIYAN SEMARANG,PHABLETS,INFINIX,HOT 40I 256/8GB X6528B DUAL NFC LTE,2.0,1625000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER HAMKA NGALIYAN SEMARANG,PHABLETS,INFINIX,NOTE 40 256/8GB X6853 DUAL NFC LTE,9.0,2626000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER HAMKA NGALIYAN SEMARANG,PHABLETS,INFINIX,SMART 7 128/4GB DUAL LTE,2.0,1249000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER HAMKA NGALIYAN SEMARANG,PHABLETS,INFINIX,SMART 8 64/3GB DUAL LTE,6.0,1100000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",3.0,64.0,0,Entry Level
2404M,24-Apr,SINAR MAS SELLULER HAMKA NGALIYAN SEMARANG,PHABLETS,INFINIX,SMART 8 PRO 128/8GB X6525B DUAL LTE,8.0,1400000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
