PERIOD  Code,PERIOD  Detail,SHOPNAME,PRODUCT,BRAND,MODEL,SALES,PRICE,CHANNELNAME,SHOPSIZE1,REGION,CITY
2407M,24-Jul,HAJI SELL,PHABLETS,OPPO,A38 128/6GB CPH2579 DUAL LTE,2,2199000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,HAJI SELL,PHABLETS,OPPO,A60 128/8GB CPH2631 DUAL LTE,3,2599000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,HAJI SELL,PHABLETS,REDMI,A3 128/4GB DUAL LTE,6,1199000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,HAJI SELL,PHABLETS,REDMI,NOTE 13 256/8GB DUAL NFC 5G,2,3199000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,HAJI SELL,PHABLETS,REDMI,NOTE 13 256/8GB DUAL NFC LTE,3,2799000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,HAJI SELL,PHABLETS,REDMI,NOTE 13 PRO 256/8GB DUAL NFC LTE,2,3799000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,HAJI SELL,PHABLETS,REDMI,NOTE 13 PRO 256/8GB DUAL/ESIM NFC 5G,1,4399000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,HAJI SELL,PHABLETS,SAMSUNG,GALAXY A05 64/4GB SMA055F DUAL LTE,3,1399000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,HAJI SELL,PHABLETS,SAMSUNG,GALAXY A05S 128/6GB SMA057F DUAL LTE,2,2199000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,HAJI SELL,PHABLETS,SAMSUNG,GALAXY A15 128/8GB SMA155F DUAL NFC LTE,2,2699000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,HAJI SELL,PHABLETS,SAMSUNG,GALAXY A55 128/8GB SMA556E DUAL/ESIM NFC 5G,2,5999000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,HAJI SELL,PHABLETS,VIVO,Y03 128/4GB DUAL LTE,2,1499000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,HAJI SELL,PHABLETS,VIVO,Y100 128/8GB DUAL NFC 5G,2,3699000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,HAJI SELL,PHABLETS,VIVO,Y17S 128/6GB DUAL LTE,2,1799000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,HAJI SELL,PHABLETS,VIVO,Y18 128/6GB DUAL NFC LTE,2,1999000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,HAJI SELL,PHABLETS,VIVO,Y28 128/8GB DUAL LTE,1,2599000,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,APPLE,IPHONE 11 128/4GB SIM/ESIM NFC LTE,3,7750000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,APPLE,IPHONE 11 64/4GB SIM/ESIM NFC LTE,5,6250000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,APPLE,IPHONE 13 128/4GB SIM/ESIM NFC 5G,4,9995000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,APPLE,IPHONE 15 128/6GB SIM/ESIM NFC 5G,3,14250000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,APPLE,IPHONE 15 PRO 256/8GB SIM/ESIM NFC 5G,8,22250000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,APPLE,IPHONE 15 PRO MAX 256/8GB SIM/ESIM NFC 5G,5,23250000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,INFINIX,GT20 PRO 256/8GB X6739 DUAL NFC 5G,12,4800000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,INFINIX,HOT 40 PRO 256/8GB X6837 DUAL NFC LTE,7,2200000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,INFINIX,HOT 40I 256/8GB X6528B DUAL NFC LTE,5,1750000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,INFINIX,NOTE 40 256/8GB X6853 DUAL NFC LTE,12,2899000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,INFINIX,SMART 8 PRO 128/8GB X6525B DUAL LTE,15,1250000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,ITEL,P40 64/4GB DUAL LTE,3,1099000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,ITEL,S23 128/8GB DUAL LTE,6,1700000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,OPPO,A18 128/4GB CPH2591 DUAL LTE,10,1499000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,OPPO,A38 128/6GB CPH2579 DUAL LTE,9,2100000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,OPPO,A58 128/6GB CPH2577 DUAL NFC LTE,12,2200000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,OPPO,A58 128/8GB CPH2577 DUAL NFC LTE,8,2699000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,OPPO,A60 128/8GB CPH2631 DUAL LTE,6,2599000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,OPPO,A60 256/8GB CPH2631 DUAL LTE,6,2999000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,OPPO,A78 256/8GB CPH2565 DUAL NFC LTE,8,3399000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,OPPO,A79 256/8GB CPH2557 DUAL NFC 5G,7,3799000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,OPPO,RENO11 256/8GB CPH2599 DUAL NFC 5G,10,5599000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,OPPO,RENO11 F 256/8GB CPH2603 DUAL NFC 5G,21,4399000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,POCO,X6 PRO 512/12GB DUAL NFC 5G,9,5100000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,REALME,C51 128/4GB DUAL LTE,8,1995000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,REALME,C53 128/6GB DUAL NFC LTE,1,2499000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,REALME,C67 128/8GB DUAL NFC LTE,7,2699000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,REALME,NOTE 50 64/4GB DUAL LTE,12,1500000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,REDMI,13C 128/6GB DUAL NFC LTE,14,1499000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,REDMI,13C 256/8GB DUAL NFC LTE,5,1799000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,REDMI,A3 128/4GB DUAL LTE,9,1199000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,REDMI,NOTE 13 128/8GB DUAL NFC LTE,8,2399000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,REDMI,NOTE 13 256/8GB DUAL NFC 5G,3,2999000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,REDMI,NOTE 13 256/8GB DUAL NFC LTE,7,2599000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,REDMI,NOTE 13 PRO 256/8GB DUAL/ESIM NFC 5G,9,4399000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,REDMI,NOTE 13 PRO PLUS 512/12GB DUAL/ESIM NFC 5G,12,5999000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,SAMSUNG,GALAXY A05 128/6GB SMA055F DUAL LTE,5,1599000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,SAMSUNG,GALAXY A05 64/4GB SMA055F DUAL LTE,9,1399000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,SAMSUNG,GALAXY A05S 128/6GB SMA057F DUAL LTE,19,2099000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,SAMSUNG,GALAXY A15 128/8GB SMA155F DUAL NFC LTE,11,2699000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,SAMSUNG,GALAXY A15 256/8GB SMA155F DUAL NFC LTE,5,2999000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,SAMSUNG,GALAXY A15 256/8GB SMA156E DUAL NFC 5G,9,3399000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,SAMSUNG,GALAXY A25 256/8GB SMA256E DUAL NFC 5G,9,4399000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,SAMSUNG,GALAXY A35 256/8GB SMA356E DUAL NFC 5G,2,4999000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,SAMSUNG,GALAXY A55 128/8GB SMA556E DUAL/ESIM NFC 5G,12,5999000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,SAMSUNG,GALAXY A55 256/12GB SMA556E DUAL/ESIM NFC 5G,4,6899000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,SAMSUNG,GALAXY S23 FE 256/8GB SMS711B DUAL/ESIM NFC 5G,4,10250000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,SAMSUNG,GALAXY S24 PLUS 256/12GB SMS926B DUAL/ESIM NFC 5G,10,16999000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,SAMSUNG,GALAXY S24 PLUS 512/12GB SMS926B DUAL/ESIM NFC 5G,5,18999000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,SAMSUNG,GALAXY S24 ULTRA 256/12GB SMS928B DUAL/ESIM NFC 5G,8,21999000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,SAMSUNG,GALAXY Z FLIP5 256/8GB SMF731B SIM/ESIM NFC 5G,5,15999000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,TECNO,POVA 5 128/8GB DUAL NFC LTE,18,1999000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,TECNO,POVA 5 PRO 256/8GB DUAL NFC 5G,8,2599000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,TECNO,SPARK 20 PRO 256/12GB DUAL NFC LTE,7,2499000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,TECNO,SPARK 20 PRO PLUS 256/8GB DUAL NFC LTE,6,2699000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,TECNO,SPARK 20C 128/4GB DUAL NFC LTE,11,1250000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,TECNO,SPARK 20C 128/8GB DUAL NFC LTE,5,1499000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,VIVO,V30 256/8GB DUAL NFC 5G,8,5999000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,VIVO,V30 512/12GB DUAL NFC 5G,10,6999000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,VIVO,V30 PRO 512/12GB V2319 DUAL NFC 5G,9,8999000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,VIVO,V30E 256/8GB DUAL NFC 5G,2,4999000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,VIVO,Y03 128/4GB DUAL LTE,14,1499000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,VIVO,Y03 64/4GB DUAL LTE,13,1299000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,VIVO,Y100 128/8GB DUAL NFC 5G,14,3599000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,VIVO,Y100 256/8GB DUAL NFC 5G,9,3899000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,VIVO,Y17S 128/6GB DUAL LTE,8,1699000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,VIVO,Y27S 128/8GB DUAL NFC LTE,25,2500000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,VIVO,Y28 128/6GB DUAL NFC LTE,12,2399000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,VIVO,Y28 128/8GB DUAL LTE,16,2599000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELL,PHABLETS,VIVO,Y28 256/8GB DUAL LTE,5,2999000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELLULAR,PHABLETS,APPLE,IPHONE 11 128/4GB SIM/ESIM NFC LTE,3,7750000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELLULAR,PHABLETS,APPLE,IPHONE 11 64/4GB SIM/ESIM NFC LTE,6,6250000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELLULAR,PHABLETS,APPLE,IPHONE 13 128/4GB SIM/ESIM NFC 5G,5,9995000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELLULAR,PHABLETS,APPLE,IPHONE 15 128/6GB SIM/ESIM NFC 5G,3,14250000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELLULAR,PHABLETS,APPLE,IPHONE 15 PRO 256/8GB SIM/ESIM NFC 5G,10,22250000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELLULAR,PHABLETS,APPLE,IPHONE 15 PRO MAX 256/8GB SIM/ESIM NFC 5G,6,23250000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELLULAR,PHABLETS,INFINIX,GT20 PRO 256/8GB X6739 DUAL NFC 5G,12,4800000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELLULAR,PHABLETS,INFINIX,HOT 40 PRO 256/8GB X6837 DUAL NFC LTE,7,2200000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELLULAR,PHABLETS,INFINIX,HOT 40I 256/8GB X6528B DUAL NFC LTE,5,1750000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELLULAR,PHABLETS,INFINIX,NOTE 40 256/8GB X6853 DUAL NFC LTE,12,2899000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELLULAR,PHABLETS,INFINIX,SMART 8 PRO 128/8GB X6525B DUAL LTE,15,1250000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELLULAR,PHABLETS,ITEL,P40 64/4GB DUAL LTE,3,1099000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELLULAR,PHABLETS,ITEL,S23 128/8GB DUAL LTE,6,1700000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELLULAR,PHABLETS,OPPO,A18 128/4GB CPH2591 DUAL LTE,10,1499000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELLULAR,PHABLETS,OPPO,A38 128/6GB CPH2579 DUAL LTE,9,2100000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELLULAR,PHABLETS,OPPO,A58 128/6GB CPH2577 DUAL NFC LTE,12,2200000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELLULAR,PHABLETS,OPPO,A58 128/8GB CPH2577 DUAL NFC LTE,8,2699000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELLULAR,PHABLETS,OPPO,A60 128/8GB CPH2631 DUAL LTE,6,2599000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELLULAR,PHABLETS,OPPO,A60 256/8GB CPH2631 DUAL LTE,6,2999000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELLULAR,PHABLETS,OPPO,A78 256/8GB CPH2565 DUAL NFC LTE,8,3399000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELLULAR,PHABLETS,OPPO,A79 256/8GB CPH2557 DUAL NFC 5G,7,3799000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELLULAR,PHABLETS,OPPO,RENO11 256/8GB CPH2599 DUAL NFC 5G,10,5599000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELLULAR,PHABLETS,OPPO,RENO11 F 256/8GB CPH2603 DUAL NFC 5G,21,4399000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELLULAR,PHABLETS,POCO,X6 PRO 512/12GB DUAL NFC 5G,9,5100000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELLULAR,PHABLETS,REALME,C51 128/4GB DUAL LTE,5,1995000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELLULAR,PHABLETS,REALME,C53 128/6GB DUAL NFC LTE,1,2499000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELLULAR,PHABLETS,REALME,C67 128/8GB DUAL NFC LTE,4,2699000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELLULAR,PHABLETS,REALME,NOTE 50 64/4GB DUAL LTE,8,1500000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELLULAR,PHABLETS,REDMI,13C 128/6GB DUAL NFC LTE,14,1499000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELLULAR,PHABLETS,REDMI,13C 256/8GB DUAL NFC LTE,5,1799000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELLULAR,PHABLETS,REDMI,A3 128/4GB DUAL LTE,9,1199000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELLULAR,PHABLETS,REDMI,NOTE 13 128/8GB DUAL NFC LTE,8,2399000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELLULAR,PHABLETS,REDMI,NOTE 13 256/8GB DUAL NFC 5G,3,2999000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELLULAR,PHABLETS,REDMI,NOTE 13 256/8GB DUAL NFC LTE,7,2599000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELLULAR,PHABLETS,REDMI,NOTE 13 PRO 256/8GB DUAL/ESIM NFC 5G,9,4399000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELLULAR,PHABLETS,REDMI,NOTE 13 PRO PLUS 512/12GB DUAL/ESIM NFC 5G,12,5999000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELLULAR,PHABLETS,SAMSUNG,GALAXY A05 128/6GB SMA055F DUAL LTE,5,1599000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELLULAR,PHABLETS,SAMSUNG,GALAXY A05 64/4GB SMA055F DUAL LTE,9,1399000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELLULAR,PHABLETS,SAMSUNG,GALAXY A05S 128/6GB SMA057F DUAL LTE,19,2099000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELLULAR,PHABLETS,SAMSUNG,GALAXY A15 128/8GB SMA155F DUAL NFC LTE,11,2699000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELLULAR,PHABLETS,SAMSUNG,GALAXY A15 256/8GB SMA155F DUAL NFC LTE,5,2999000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELLULAR,PHABLETS,SAMSUNG,GALAXY A15 256/8GB SMA156E DUAL NFC 5G,9,3399000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELLULAR,PHABLETS,SAMSUNG,GALAXY A25 256/8GB SMA256E DUAL NFC 5G,9,4399000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELLULAR,PHABLETS,SAMSUNG,GALAXY A35 256/8GB SMA356E DUAL NFC 5G,2,4999000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
2407M,24-Jul,KURNIA SELLULAR,PHABLETS,SAMSUNG,GALAXY A55 128/8GB SMA556E DUAL/ESIM NFC 5G,12,5999000,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA"
